,subject,condition,procedure,trial,stim1,stim2,freq1,freq2,rt,freq,freq_prioritem1,freq_prioritem2,freq_prioritem3,studied,resp,resp.string,resp_type,resp.type.rescore,acc,fa,count,trianumber,list,onset,testtype,freq1_cat,freq2_cat,freq_cat,freq_prioritem1_cat,freq_prioritem2_cat,freq_prioritem3_cat,epiname,epiA,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,stim2.semA,stim2.semB,wmAvailable,wmSpent,acc_pred
20,1,cued recall,test,21,reality,nan,3.22481427556818,,4.73,,2.47747079207921,3.2574670964125603,2.9280392903225803,1,0.0,pushing,hit,hit,1.0,0.0,20.0,1,context1,87.73100000000001,cued recall,"(3.19,3.27]",nan,nan,"(2.43,2.52]","(3.22,3.3]","(2.91,2.95]",context1.reality.nan.,0.7865258260161779,0.3613355091302558,0.0,1.0,0.8248453095730666,True,context1.reality.pushing.,False,1.0,0.6105988742383225,0.0,0.0,3.0,0.9083131500851045,0.3430549278635511
21,1,cued recall,test,22,partly,nan,2.31323430232558,,2.51,,2.6291415282392,3.0718078936605298,2.47759461998292,1,0.0,address,hit,hit,1.0,0.0,20.0,2,context1,90.241,cued recall,"(2.22,2.38]",nan,nan,"(2.6,2.66]","(3.05,3.1]","(2.43,2.52]",context1.partly.nan.,0.8246895011871422,0.3011214493360839,0.0,1.0,0.932089891682063,True,context1.partly.address.,False,1.0,0.5270356142027057,0.0,0.0,3.0,1.0098118017934086,0.38610475606161776
23,1,cued recall,test,24,raw,nan,2.7070877904960096,,1.65,,2.6291415282392,2.11133706076135,2.8828744906621404,1,0.0,fishing,hit,hit,1.0,0.0,20.0,4,context1,93.861,cued recall,"(2.66,2.74]",nan,nan,"(2.6,2.66]","[1.18,2.29]","(2.86,2.91]",context1.raw.nan.,0.8298973648709795,0.36048352590922084,0.0,1.0,0.9773942265321275,True,context1.raw.fishing.,False,1.0,0.5844507071361498,0.0,0.0,3.0,0.9235220634793418,0.3921037318393385
24,1,cued recall,test,25,judge,nan,3.55615435827042,,11.17,,2.6884457261724704,2.8833515372168304,2.47759461998292,1,1.0,nan,miss,miss,0.0,0.0,20.0,5,context1,105.031,cued recall,"(3.48,3.64]",nan,nan,"(2.66,2.72]","(2.86,2.91]","(2.43,2.52]",context1.judge.nan.,0.762163925327749,0.35100571519300483,0.0,1.0,0.9418004386062472,True,context1.judge.causing.,False,1.0,0.6170889093499545,0.0,0.0,3.0,0.8826260555514114,0.31656372959295315
25,1,cued recall,test,26,brothers,nan,3.4223257221458,,3.29,,2.8371507866462005,2.63019532302814,3.07200056497175,1,0.0,managed,hit,hit,1.0,0.0,20.0,6,context1,108.321,cued recall,"(3.38,3.48]",nan,nan,"(2.81,2.86]","(2.6,2.66]","(3.05,3.1]",context1.brothers.nan.,0.7556542076542211,0.3509244346682744,0.0,1.0,0.9682297359039542,True,context1.brothers.managed.,False,1.0,0.6093810193919522,0.0,0.0,3.0,0.8908824108210827,0.30963454415777264
26,1,cued recall,test,27,forming,nan,2.1068812962310703,,8.1,,2.88244009487666,2.47857994350283,3.35979297706798,1,0.0,conclusions,fa,fa,0.0,1.0,20.0,7,context1,116.421,cued recall,"(2,2.22]",nan,nan,"(2.86,2.91]","(2.43,2.52]","(3.3,3.43]",context1.forming.nan.,0.7981744896771337,0.2787515213561874,0.0,1.0,0.9598302529711992,True,context1.forming.obvious.,False,1.0,0.5128888242238614,0.0,0.0,3.0,1.0301674745112708,0.35601013092004574
27,1,cued recall,test,28,supper,nan,3.01589436241611,,5.37,,3.18419732582688,2.68889257624398,2.8828744906621404,1,0.0,ministered,fa,hit,1.0,1.0,20.0,8,context1,121.79100000000001,cued recall,"(2.99,3.04]",nan,nan,"(3.15,3.22]","(2.66,2.72]","(2.86,2.91]",context1.supper.nan.,0.7693945380106814,0.35035634879251504,0.0,1.0,0.9688447711629377,True,context1.supper.minister.,False,1.0,0.5920606825161827,0.0,0.0,3.0,0.9135409715780803,0.32433635147329243
28,1,cued recall,test,29,band,nan,3.4223257221458,,2.09,,2.92781050168476,3.1849140252976205,2.83800180774139,1,0.0,bell,hit,hit,1.0,0.0,20.0,9,context1,123.881,cued recall,"(3.38,3.48]",nan,nan,"(2.91,2.95]","(3.15,3.22]","(2.81,2.86]",context1.band.nan.,0.7406215875058949,0.3439056626104542,0.0,1.0,0.9832236040882724,True,context1.band.bell.,False,1.0,0.6057147178372706,0.0,0.0,3.0,0.8951359755591689,0.2938925383523232
29,1,cued recall,test,30,factory,nan,2.9609932389380496,,4.38,,2.9742416542750902,3.1849140252976205,2.68866371453138,1,0.0,apropriate,fa,hit,1.0,1.0,20.0,10,context1,128.261,cued recall,"(2.93,2.99]",nan,nan,"(2.95,3]","(3.15,3.22]","(2.66,2.72]",context1.factory.nan.,0.7490304303019752,0.32867274514724537,0.0,1.0,0.9792776022337801,True,context1.factory.appropriate.,False,1.0,0.5847686222556007,0.0,0.0,3.0,0.9230388658816946,0.3026527391942371
30,1,cued recall,test,31,uniform,nan,3.08399218585005,,2.09,,3.18419732582688,2.83837706993569,2.63003883001272,1,0.0,dull,hit,hit,1.0,0.0,20.0,11,context1,130.351,cued recall,"(3.04,3.11]",nan,nan,"(3.15,3.22]","(2.81,2.86]","(2.6,2.66]",context1.uniform.nan.,0.7397800223699189,0.338432977856734,0.0,1.0,0.9868270399692859,True,context1.uniform.dull.,False,1.0,0.5925358800146852,0.0,0.0,3.0,0.9123953520582768,0.29302230242942506
31,1,cued recall,test,32,critical,nan,2.7735580223880603,,2.63,,3.2568574893767703,2.9284408798714305,,1,0.0,insects,hit,hit,1.0,0.0,20.0,12,context1,132.981,cued recall,"(2.74,2.8]",nan,nan,"(3.22,3.3]","(2.91,2.95]",nan,context1.critical.nan.,0.6934715728807354,0.269001831680618,0.0,1.0,0.9870527389643536,True,context1.critical.insects.,False,1.0,0.5606874797263235,0.0,0.0,3.0,0.9566198885708133,0.24708237088687768
32,1,cued recall,test,33,resulting,nan,1.77155737988247,,2.96,,3.35865453032544,2.9284408798714305,3.1855218309859197,1,1.0,nan,miss,miss,0.0,0.0,20.0,13,context1,135.941,cued recall,"[0.602,2]",nan,nan,"(3.3,3.43]","(2.91,2.95]","(3.15,3.22]",context1.resulting.nan.,0.801626236559706,0.2770279174950679,0.0,1.0,0.986596193690802,True,context1.resulting.exchange.,False,1.0,0.4900060003608016,0.0,0.0,3.0,1.0666689463209362,0.35988200583656677
33,1,cued recall,test,34,identified,nan,2.7070877904960096,,2.96,,2.11077607243319,2.8833515372168304,2.97453503470804,1,0.0,relative,hit,hit,1.0,0.0,20.0,14,context1,138.901,cued recall,"(2.66,2.74]",nan,nan,"[1.18,2.29]","(2.86,2.91]","(2.95,3]",context1.identified.nan.,0.7152372982636757,0.27731712858199914,0.0,1.0,0.9868821500961528,True,context1.identified.relative.,False,1.0,0.5597328056659876,0.0,0.0,3.0,0.9579998616571392,0.26818559206946313
34,1,cued recall,test,35,surfaces,nan,1.77155737988247,,8.98,,2.88244009487666,2.63019532302814,2.11045427165354,1,1.0,nan,miss,miss,0.0,0.0,20.0,15,context1,147.881,cued recall,"[0.602,2]",nan,nan,"(2.86,2.91]","(2.6,2.66]","[1.18,2.28]",context1.surfaces.nan.,0.0,0.0,0.0,1.0,0.9727749329095744,True,context1.surfaces.manufacturing.,False,1.0,0.4750639607141721,0.0,0.0,3.0,1.0923892369918087,0.0028280926622858606
35,1,cued recall,test,36,islands,nan,2.31323430232558,,3.84,,2.88244009487666,2.9751742729740203,3.1855218309859197,1,0.0,lakes,hit,hit,1.0,0.0,20.0,16,context1,151.721,cued recall,"(2.22,2.38]",nan,nan,"(2.86,2.91]","(2.95,3]","(3.15,3.22]",context1.islands.nan.,0.622566959938246,0.14429310545017252,0.0,1.0,0.9814321470132643,True,context1.islands.lakes.,False,1.0,0.5174277699551679,0.0,0.0,3.0,1.0221372195179643,0.18493516531426052
36,1,cued recall,test,37,impact,nan,2.7070877904960096,,5.15,,2.47747079207921,3.3595495170015495,2.9280392903225803,1,0.0,bone,hit,hit,1.0,0.0,20.0,17,context1,156.871,cued recall,"(2.66,2.74]",nan,nan,"(2.43,2.52]","(3.3,3.43]","(2.91,2.95]",context1.impact.nan.,0.7428835501022462,0.3097584444870538,0.0,1.0,0.9808066990297769,True,context1.impact.bone.,False,1.0,0.5454360553085228,0.0,0.0,3.0,0.9791063078869325,0.29623746614588137
37,1,cued recall,test,38,screen,nan,3.08399218585005,,11.06,,2.11077607243319,2.8833515372168304,2.63003883001272,1,0.0,stress,hit,hit,1.0,0.0,20.0,18,context1,167.931,cued recall,"(3.04,3.11]",nan,nan,"[1.18,2.29]","(2.86,2.91]","(2.6,2.66]",context1.screen.nan.,0.7260471135824416,0.33132178995495143,0.0,1.0,0.9696525075570003,True,context1.screen.stress.,False,1.0,0.586737083581312,0.0,0.0,3.0,0.9206788514511626,0.2789934847440789
38,1,cued recall,test,39,leadership,nan,2.4399220994475095,,2.63,,3.07116126021003,2.47857994350283,3.25775743670886,1,0.0,cattle,hit,hit,1.0,0.0,20.0,19,context1,170.561,cued recall,"(2.38,2.49]",nan,nan,"(3.05,3.1]","(2.43,2.52]","(3.22,3.3]",context1.leadership.nan.,0.719075635673627,0.2560146806364189,0.0,1.0,0.9843489235969543,True,context1.leadership.cattle.,False,1.0,0.5082382508185948,0.0,0.0,3.0,1.0367573454142904,0.2719990112001245
39,1,cued recall,test,40,couple,nan,3.87229555401181,,3.4,,2.92781050168476,,,1,0.0,automobile,hit,hit,1.0,0.0,20.0,20,context1,173.961,cued recall,"(3.64,4.78]",nan,nan,"(2.91,2.95]",nan,nan,context1.couple.nan.,0.6897748946680292,0.31641696837762145,0.0,1.0,0.9862654435626969,True,context1.couple.automobile.,False,1.0,0.5898501809994554,0.0,0.0,3.0,0.916006241748873,0.24358856122296585
20,1,cued recall,test,21,stomach,nan,3.22481427556818,,2.89,,2.36089613146183,3.0718078936605298,3.07200056497175,1,0.0,gases,hit,hit,1.0,0.0,20.0,1,context10,85.891,cued recall,"(3.19,3.27]",nan,nan,"(2.29,2.43]","(3.05,3.1]","(3.05,3.1]",context10.stomach.nan.,0.6895792423490241,0.2619833009823525,0.0,1.0,0.8283649146296482,True,context10.stomach.gases.,False,1.0,0.6175160502191168,0.0,0.0,3.0,0.8987754527235343,0.24340439237776573
21,1,cued recall,test,22,promise,nan,3.87229555401181,,7.26,,3.18419732582688,,,1,1.0,nan,miss,miss,0.0,0.0,20.0,2,context10,93.15100000000001,cued recall,"(3.64,4.78]",nan,nan,"(3.15,3.22]",nan,nan,context10.promise.nan.,0.7676601384497836,0.35438948361818956,0.0,1.0,0.9092369698370038,True,context10.promise.claim.,False,1.0,0.6126336612585576,0.0,0.0,3.0,0.89135866590042,0.32246478336271356
22,1,cued recall,test,23,harmful,nan,1.77155737988247,,4.08,,3.5734678595890403,3.1849140252976205,,1,0.0,electrical,hit,hit,1.0,0.0,20.0,3,context10,97.23100000000001,cued recall,"[0.602,2]",nan,nan,"(3.43,4.37]","(3.15,3.22]",nan,context10.harmful.nan.,0.9045249500128019,0.3529684863911023,0.0,1.0,0.9501330744782331,True,context10.harmful.electrical.,False,1.0,0.4980363207647066,0.0,0.0,3.0,1.0548182483894664,0.48020508170640314
23,1,cued recall,test,24,signal,nan,3.32590736217725,,3.43,,3.07116126021003,2.56269268949596,2.11045427165354,1,0.0,taxes,fa,hit,1.0,1.0,20.0,4,context10,100.661,cued recall,"(3.27,3.38]",nan,nan,"(3.05,3.1]","(2.52,2.6]","[1.18,2.28]",context10.signal.nan.,0.7662814521979651,0.35472975052318945,0.0,1.0,0.9666730564703806,True,context10.signal.tax.,False,1.0,0.6098806845186269,0.0,0.0,3.0,0.8903074861541943,0.3209802609840835
24,1,cued recall,test,25,aspects,nan,2.1068812962310703,,1.9,,2.9742416542750902,3.2574670964125603,2.8828744906621404,1,1.0,nan,miss,miss,0.0,0.0,20.0,5,context10,102.561,cued recall,"(2,2.22]",nan,nan,"(2.95,3]","(3.22,3.3]","(2.86,2.91]",context10.aspects.nan.,0.8232785762054728,0.2954013074464,0.0,1.0,0.9804425892737033,True,context10.aspects.print.,False,1.0,0.5198933827128813,0.0,0.0,3.0,1.018268625597945,0.3844841123466516
25,1,cued recall,test,26,visited,nan,2.53358881691101,,2.67,,2.11077607243319,3.1849140252976205,2.36051226887519,1,0.0,beauty,hit,hit,1.0,0.0,20.0,6,context10,105.23100000000001,cued recall,"(2.49,2.57]",nan,nan,"[1.18,2.29]","(3.15,3.22]","(2.28,2.43]",context10.visited.nan.,0.8205101885741868,0.3386894888398621,0.0,1.0,0.9807142763169368,True,context10.visited.beauty.,False,1.0,0.5574662375670807,0.0,0.0,3.0,0.9614091250080826,0.3813101185250904
26,1,cued recall,test,27,row,nan,3.1454261512027504,,5.39,,2.88244009487666,2.36158167150109,2.36051226887519,1,1.0,nan,miss,miss,0.0,0.0,20.0,7,context10,110.62100000000001,cued recall,"(3.11,3.19]",nan,nan,"(2.86,2.91]","(2.29,2.43]","(2.28,2.43]",context10.row.nan.,0.7651453187945857,0.3533813555762229,0.0,1.0,0.9718314219718136,True,context10.row.enemy.,False,1.0,0.6027352802986298,0.0,0.0,3.0,0.8993313995096817,0.3197590570262573
27,1,cued recall,test,28,possibly,nan,3.4223257221458,,1.91,,3.18419732582688,2.36158167150109,3.1855218309859197,1,1.0,nan,miss,miss,0.0,0.0,20.0,8,context10,112.531,cued recall,"(3.38,3.48]",nan,nan,"(3.15,3.22]","(2.29,2.43]","(3.15,3.22]",context10.possibly.nan.,0.68039732769121,0.27428894923785124,0.0,1.0,0.9842063598959008,True,context10.possibly.exclaimed.,False,1.0,0.6154644048320543,0.0,0.0,3.0,0.8826625242183022,0.23484659248793044
28,1,cued recall,test,29,bay,nan,3.08399218585005,,7.93,,2.36089613146183,3.1849140252976205,2.56225030156815,1,0.0,medicine,hit,hit,1.0,0.0,20.0,9,context10,120.461,cued recall,"(3.04,3.11]",nan,nan,"(2.29,2.43]","(3.15,3.22]","(2.52,2.6]",context10.bay.nan.,0.7650989579553679,0.3534901748240223,0.0,1.0,0.9676853631774797,True,context10.bay.medicine.,False,1.0,0.6006422641228942,0.0,0.0,3.0,0.902226333887753,0.31970926616409967
29,1,cued recall,test,30,struggle,nan,2.83499681966028,,10.45,,2.11077607243319,3.57308840605842,3.1855218309859197,1,0.0,nan,fa,miss,0.0,1.0,20.0,10,context10,130.911,cued recall,"(2.8,2.87]",nan,nan,"[1.18,2.29]","(3.43,4.37]","(3.15,3.22]",context10.struggle.nan.,0.6660192447515655,0.2420294336968122,0.0,1.0,0.9599622060957606,True,context10.struggle.encouraged.,False,1.0,0.566087177875251,0.0,0.0,3.0,0.9498056889717283,0.22178639808706624
30,1,cued recall,test,31,completed,nan,2.61717339414671,,3.11,,2.9742416542750902,2.11133706076135,3.1855218309859197,1,1.0,nan,miss,miss,0.0,0.0,20.0,11,context10,134.02100000000002,cued recall,"(2.57,2.66]",nan,nan,"(2.95,3]","[1.18,2.29]","(3.15,3.22]",context10.completed.nan.,0.7617336492838873,0.3019547731865186,0.0,1.0,0.9779858664210426,True,context10.completed.fence.,False,1.0,0.5486403362687606,0.0,0.0,3.0,0.974420052804429,0.31610369951100226
31,1,cued recall,test,32,knees,nan,3.1454261512027504,,6.6,,3.2568574893767703,2.8833515372168304,2.36051226887519,1,0.0,hurt,fa,fa,0.0,1.0,20.0,12,context10,140.621,cued recall,"(3.11,3.19]",nan,nan,"(3.22,3.3]","(2.86,2.91]","(2.28,2.43]",context10.knees.nan.,0.7360262633384683,0.33712354661123356,0.0,1.0,0.9734183291082801,True,context10.knees.suffered.,False,1.0,0.5923084128336543,0.0,0.0,3.0,0.9130406001382385,0.289155294839284
32,1,cued recall,test,33,escape,nan,3.32590736217725,,3.11,,2.56186408941004,2.9751742729740203,3.25775743670886,1,1.0,nan,miss,miss,0.0,0.0,20.0,13,context10,143.731,cued recall,"(3.27,3.38]",nan,nan,"(2.52,2.6]","(2.95,3]","(3.22,3.3]",context10.escape.nan.,0.7281213436537657,0.3375695391942777,0.0,1.0,0.9827420586905917,True,context10.escape.royal.,False,1.0,0.6009584767168165,0.0,0.0,3.0,0.9013346005506115,0.2810913159702307
33,1,cued recall,test,34,goal,nan,2.9609932389380496,,2.34,,3.02229342450356,2.7414397576231404,2.97453503470804,1,0.0,touched,hit,hit,1.0,0.0,20.0,14,context10,146.071,cued recall,"(2.93,2.99]",nan,nan,"(3,3.05]","(2.72,2.77]","(2.95,3]",context10.goal.nan.,0.7580972830088073,0.3437977504173342,0.0,1.0,0.9876705139736214,True,context10.goal.touched.,False,1.0,0.5816962405021417,0.0,0.0,3.0,0.9270612679852949,0.3122272966361209
34,1,cued recall,test,35,brush,nan,2.83499681966028,,5.62,,2.56186408941004,2.11133706076135,3.5739743565117204,1,0.0,weapons,hit,hit,1.0,0.0,20.0,15,context10,151.691,cued recall,"(2.8,2.87]",nan,nan,"(2.52,2.6]","[1.18,2.29]","(3.43,4.37]",context10.brush.nan.,0.7388214903547796,0.32674658256209455,0.0,1.0,0.9806533875416038,True,context10.brush.weapons.,False,1.0,0.5633705434000316,0.0,0.0,3.0,0.9528978095926732,0.2920325735192578
36,1,cued recall,test,37,era,nan,2.4399220994475095,,1.35,,3.07116126021003,3.0718078936605298,2.56225030156815,1,1.0,nan,miss,miss,0.0,0.0,20.0,17,context10,158.221,cued recall,"(2.38,2.49]",nan,nan,"(3.05,3.1]","(3.05,3.1]","(2.52,2.6]",context10.era.nan.,0.6549677674478525,0.19615941303801243,0.0,1.0,0.9909967696536071,True,context10.era.surrounding.,False,1.0,0.519249895866932,0.0,0.0,3.0,1.0190897639234642,0.21203633644161862
37,1,cued recall,test,38,match,nan,3.4223257221458,,1.9,,2.36089613146183,2.36158167150109,3.07200056497175,1,1.0,nan,miss,miss,0.0,0.0,20.0,18,context10,160.121,cued recall,"(3.38,3.48]",nan,nan,"(2.29,2.43]","(2.29,2.43]","(3.05,3.1]",context10.match.nan.,0.6642850638476163,0.2840805449964622,0.0,1.0,0.9916953131840454,True,context10.match.softly.,False,1.0,0.594982525070799,0.0,0.0,3.0,0.9090683536034543,0.22023970422406325
38,1,cued recall,test,39,dried,nan,2.4399220994475095,,3.21,,3.18419732582688,2.56269268949596,2.97453503470804,1,0.0,raises,fa,hit,1.0,1.0,20.0,19,context10,163.33100000000002,cued recall,"(2.38,2.49]",nan,nan,"(3.15,3.22]","(2.52,2.6]","(2.95,3]",context10.dried.nan.,0.6836951390009665,0.21766274323242515,0.0,1.0,0.9888408375154952,True,context10.dried.rises.,False,1.0,0.5167795233076284,0.0,0.0,3.0,1.0230230249356336,0.23790096086098678
39,1,cued recall,test,40,opinion,nan,3.32590736217725,,2.45,,2.74077447526237,2.9751742729740203,2.11045427165354,1,1.0,nan,miss,miss,0.0,0.0,20.0,20,context10,165.781,cued recall,"(3.27,3.38]",nan,nan,"(2.72,2.77]","(2.95,3]","[1.18,2.28]",context10.opinion.nan.,0.7021444209991401,0.3191201490645788,0.0,1.0,0.990414936224431,True,context10.opinion.oldest.,False,1.0,0.5976462913398826,0.0,0.0,3.0,0.9055559502757069,0.2553833762923652
20,1,single recognition,test,21,feature,nan,2.44015584655109,,4.93,,2.47721998087954,2.3634751868460397,2.11618752,1,1.0,nan,hit,nan,1.0,0.0,20.0,1,context11,87.93100000000001,single recognition,"(2.38,2.49]",nan,nan,"(2.43,2.52]","(2.29,2.43]","[1.18,2.28]",context11.feature.nan.,1.3434899743476985,0.3022724173885436,0.0,1.0,0.8245640566467983,True,context11.affairs.feature.,False,1.0,0.5527906381635919,0.0,0.0,3.0,0.9876912254818462,0.8978026044266612
22,1,single recognition,test,23,organizations,nan,1.7686588174630502,,2.73,,2.11299073100812,3.3617817246447794,2.5620846436651603,1,1.0,nan,hit,nan,1.0,0.0,20.0,3,context11,91.971,single recognition,"[0.602,2]",nan,nan,"[1.18,2.29]","(3.3,3.43]","(2.52,2.6]",context11.organizations.nan.,1.3285503143894686,0.24199049031561415,0.0,1.0,0.9583101509528533,True,context11.organizations.banks.,False,1.0,0.507996112427754,0.0,0.0,3.0,1.0381034997149077,0.889570469198304
25,1,single recognition,test,26,attitude,nan,3.14582162840746,,3.28,,2.56122282446544,2.3634751868460397,2.6889169527897,1,1.0,nan,hit,nan,1.0,0.0,20.0,6,context11,97.641,single recognition,"(3.11,3.19]",nan,nan,"(2.52,2.6]","(2.29,2.43]","(2.66,2.72]",context11.attitude.nan.,1.2080333068866271,0.30487853003830234,0.0,1.0,0.9751030777200201,True,context11.attitude.rates.,False,1.0,0.6115425116199558,0.0,0.0,3.0,0.8878713083906482,0.8057062039013451
26,1,single recognition,test,27,indicate,nan,2.61714721345952,,0.87,,3.3611681797020503,2.7407254030161203,2.5620846436651603,1,1.0,nan,hit,nan,1.0,0.0,20.0,7,context11,98.51100000000001,single recognition,"(2.57,2.66]",nan,nan,"(3.3,3.43]","(2.72,2.77]","(2.52,2.6]",context11.indicate.nan.,1.3686120036659422,0.3516496028698058,0.0,1.0,0.9886119792573269,True,context11.indicate.wonderful.,False,1.0,0.5678682768820933,0.0,0.0,2.9560286916093563,0.9463327540943778,0.9106232730019723
28,1,single recognition,test,29,funny,nan,3.8643843109032,,1.09,,2.74002690605017,2.56172832,2.3622144884842005,1,0.0,nan,miss,nan,0.0,0.0,20.0,9,context11,100.361,single recognition,"(3.64,4.78]",nan,nan,"(2.72,2.77]","(2.52,2.6]","(2.28,2.43]",context11.funny.nan.,1.258007702765348,0.3490312610171874,0.0,1.0,0.9914007094345427,True,context11.resistance.funny.,False,1.0,0.6204732363145185,0.0,0.0,2.9133107108764382,0.8762737519723716,0.844307005120634
29,1,single recognition,test,30,distant,nan,2.61714721345952,,1.31,,2.74002690605017,2.9290042345276897,2.11618752,1,0.0,nan,miss,nan,0.0,0.0,20.0,10,context11,101.671,single recognition,"(2.57,2.66]",nan,nan,"(2.72,2.77]","(2.91,2.95]","[1.18,2.28]",context11.distant.nan.,1.187022231612616,0.2581976917189744,0.0,1.0,0.9904629363215013,True,context11.distant.cloth.,False,1.0,0.5568734573720849,0.0,0.0,3.0,0.9620904664640905,0.7878718116363503
31,1,single recognition,test,32,bus,nan,3.5552236435501303,,1.3,,2.6885353853611202,2.97519354338843,2.5620846436651603,1,1.0,nan,hit,nan,1.0,0.0,20.0,12,context11,103.941,single recognition,"(3.48,3.64]",nan,nan,"(2.66,2.72]","(2.95,3]","(2.52,2.6]",context11.bus.nan.,1.2976971406073896,0.3733921271547205,0.0,1.0,0.9913337358721228,True,context11.bus.tight.,False,1.0,0.6239600396556133,0.0,0.0,2.9970985646329735,0.8719536364959577,0.871089384142757
32,1,single recognition,test,33,scattered,nan,2.31359383934649,,0.98,,2.6885353853611202,2.47831817950025,2.3622144884842005,1,1.0,nan,hit,nan,1.0,0.0,20.0,13,context11,104.921,single recognition,"(2.22,2.38]",nan,nan,"(2.66,2.72]","(2.43,2.52]","(2.28,2.43]",context11.scattered.nan.,1.20583102692014,0.22384175728032138,0.0,1.0,0.992938099578324,True,context11.annual.scattered.,False,1.0,0.5270268828842329,0.0,0.0,3.0,1.0069057522622205,0.8038808820719562
35,1,single recognition,test,36,vital,nan,2.61714721345952,,2.73,,2.9744739708835297,2.56172832,3.2582665717539903,1,1.0,nan,hit,nan,1.0,0.0,20.0,16,context11,111.251,single recognition,"(2.57,2.66]",nan,nan,"(2.95,3]","(2.52,2.6]","(3.22,3.3]",context11.vital.nan.,1.2595958011442598,0.294798270822153,0.0,1.0,0.9863441548639464,True,context11.roman.vital.,False,1.0,0.5605316169462716,0.0,0.0,3.0,0.9568565071207001,0.8454444916972308
20,1,associative recognition,test,21,copy,pulling,3.42165043691017,3.14804843365012,2.31,,2.12496234775305,3.02274213165573,2.12394151987353,1,1.0,nan,hit,nan,1.0,0.0,20.0,1,context12,85.311,associative recognition,"(3.38,3.48]","(3.12,3.19]",nan,"[1.18,2.29]","(3,3.05]","[1.18,2.28]",context12.copy.pulling.,1.2144015779145918,0.3897728839706276,0.48818169282349794,1.0,0.8294673063272535,False,context12.copy.pulling.,True,1.0,0.6332083940582645,1.0,0.6257756348214425,3.0,0.7072317314103801,0.8109259453055385
24,1,associative recognition,test,25,blow,plains,3.8835084793272596,2.10493057705841,3.39,,3.2568922459893,3.12445365296804,2.8836077702702703,1,1.0,nan,hit,nan,1.0,0.0,20.0,5,context12,94.491,associative recognition,"(3.64,4.78]","(2,2.21]",nan,"(3.22,3.3]","(3.1,3.15]","(2.86,2.91]",context12.blow.plains.,1.245526156180512,0.3310466322117588,0.535162694230593,1.0,0.971458963835642,False,context12.blow.plains.,True,1.0,0.6203975222282857,1.0,0.5174291498363981,3.0,0.9051553651285346,0.8351752659065059
27,1,associative recognition,test,28,dawn,adopted,3.08340421537372,2.61513028532142,3.16,,2.74080955856795,3.02274213165573,3.25832792764534,1,1.0,nan,hit,nan,1.0,0.0,20.0,8,context12,102.441,associative recognition,"(3.04,3.11]","(2.57,2.66]",nan,"(2.72,2.77]","(3,3.05]","(3.22,3.3]",context12.dawn.adopted.,1.1684255464192788,0.3287352918930525,0.8,1.0,0.9792261784679621,True,context12.adopted.dawn.,False,1.0,0.6037370268419262,1.0,0.5583671958417735,3.0,1.217660937684394,0.7713164506144682
28,1,associative recognition,test,29,teach,flew,3.5582708090379,2.89890913651021,1.42,,2.68806112772695,3.2575580260521,2.12394151987353,1,1.0,nan,hit,nan,1.0,0.0,20.0,9,context12,103.861,associative recognition,"(3.48,3.64]","(2.87,2.93]",nan,"(2.66,2.72]","(3.22,3.3]","[1.18,2.28]",context12.teach.flew.,1.1870521217727548,0.37347017373165725,0.5012238610146742,1.0,0.9878102661536007,False,context12.teach.flew.,True,1.0,0.6239960899229938,1.0,0.5971919967256021,3.0,0.7492781752482873,0.7878978440256776
29,1,associative recognition,test,30,opportunities,climb,2.4393950796460198,3.01574695621218,1.41,,2.68806112772695,2.8835756272727298,,1,1.0,nan,hit,nan,1.0,0.0,20.0,10,context12,105.271,associative recognition,"(2.38,2.49]","(2.99,3.04]",nan,"(2.66,2.72]","(2.86,2.91]",nan,context12.opportunities.climb.,1.1738268987378084,0.3065393847583035,0.5547684921933572,1.0,0.989973139446118,False,context12.opportunities.climb.,True,1.0,0.5286123440130859,1.0,0.5905828516934515,3.0,0.94715152957346,0.7761982411100825
31,1,associative recognition,test,32,christian,wise,2.89795856315969,3.14804843365012,1.31,,2.12496234775305,3.2575580260521,2.68818739653875,1,1.0,nan,hit,nan,1.0,0.0,20.0,12,context12,108.111,associative recognition,"(2.87,2.93]","(3.12,3.19]",nan,"[1.18,2.29]","(3.22,3.3]","(2.66,2.72]",context12.christian.wise.,1.1689239662465243,0.3626240422257995,0.5099007662193603,1.0,0.9915815603639614,False,context12.christian.wise.,True,1.0,0.5915789689167229,1.0,0.6101785550890203,2.912943412210968,0.782824414059021,0.7717694162723473
32,1,associative recognition,test,33,technology,female,2.89795856315969,3.2271051361599397,3.49,,3.2568922459893,2.6307813619402998,2.68818739653875,1,1.0,nan,hit,nan,1.0,0.0,20.0,13,context12,111.601,associative recognition,"(2.87,2.93]","(3.19,3.27]",nan,"(3.22,3.3]","(2.6,2.66]","(2.66,2.72]",context12.technology.female.,1.1404044028506495,0.3476029568316856,0.8,1.0,0.9837423891159645,True,context12.female.technology.,False,1.0,0.5792726743067245,1.0,0.603031621410668,3.0,1.1889055742850478,0.7450541196542173
