,Unnamed: 0,subject,stim1,stim2,procedure,trial,source,rep,rep_prioritem1,rep_prioritem,rep_prioritem2,rep_prioritem3,rep_consec_value,rep_consec_lab,condition,word1,word2,correct_resp,acc_resp,rt,acc,stim2.x,stim2.y,studied,studied1,duration,onset,list,epiname,epiA,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,stim2.semA,stim2.semB,wmAvailable,wmSpent,acc_pred
150,151,1,duty,nan,test,151,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,duty,article,2.0,6.0,3702.0,0.0,article,article,studied (hits),studied (hits),3702,525.001,context1,context1.duty.nan.,0.7215403737043107,0.04694329890696852,0.0,1.0,0.8239543630459173,True,context1.duty.article.,False,1.0,0.5591588633474712,0.0,0.0,3.0,1.3265777406969135,0.39820229733414547
151,152,1,rifle,nan,test,152,original,strong,4.0,4.0,1.0,1.0,0.5,strong1,rep5and5,rifle,crisis,2.0,0.0,5788.0,0.0,crisis,crisis,studied (hits),studied (hits),5788,528.703,context1,context1.rifle.nan.,1.6348208431227196,0.6003258609983116,0.0,1.0,0.9294082779235328,True,context1.rifle.crisis.,False,1.0,0.7415759750490338,0.0,0.0,3.0,0.8592936152043816,0.8399323958677343
156,157,1,entrance,nan,test,157,original,weak,4.0,4.0,1.0,1.0,0.5,strong1,match1and1,entrance,store,2.0,0.0,4389.0,0.0,store,store,studied (hits),studied (hits),4389,550.3969999999999,context1,context1.entrance.nan.,0.9556624275069836,0.27013372554105575,0.0,1.0,0.988221516476926,True,context1.entrance.store.,False,1.0,0.5316808186694112,0.0,0.0,3.0,1.3143452259333217,0.5251158342368973
157,158,1,argument,nan,test,158,original,weak,1.0,1.0,5.0,1.0,-0.5,weak1,match1and1,argument,revolution,2.0,0.0,7923.0,0.0,revolution,revolution,studied (hits),studied (hits),7923,554.786,context1,context1.argument.nan.,0.9913508046962467,0.2717545317184686,0.0,1.0,0.9865600377328365,True,context1.argument.revolution.,False,1.0,0.5364450293268603,0.0,0.0,3.0,1.369423292180837,0.5445603163319984
158,159,1,sample,nan,test,159,original,weak,1.0,1.0,1.0,5.0,-1.5,weak2,match1and1,sample,garden,2.0,0.0,7977.0,0.0,garden,garden,studied (hits),studied (hits),7977,562.709,context1,context1.sample.nan.,0.9849630356193062,0.27882700498465124,0.0,1.0,0.981729561715568,True,context1.sample.garden.,False,1.0,0.5337661837713805,0.0,0.0,3.0,1.3183276913817406,0.5410864764286557
159,160,1,tree,nan,test,160,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,tree,chair,2.0,1.0,2384.0,1.0,chair,chair,studied (hits),studied (hits),2384,570.6859999999999,context1,context1.tree.nan.,0.9238586276412231,0.2663664994590337,0.0,1.0,0.9818338958258264,True,context1.tree.chair.,False,1.0,0.5595993050038213,0.0,0.0,3.0,1.2775996855933602,0.5077358297969107
160,161,1,vote,nan,test,161,original,weak,5.0,5.0,4.0,1.0,1.5,strong2,match1and1,vote,check,2.0,1.0,1358.0,1.0,check,check,studied (hits),studied (hits),1358,573.0699999999999,context1,context1.vote.nan.,0.9400083453719779,0.2728267678878374,0.0,1.0,0.9906181805349318,True,context1.vote.check.,False,1.0,0.5589999868278857,0.0,0.0,3.0,1.271197439885769,0.5165651705590147
161,162,1,bay,nan,test,162,original,strong,5.0,5.0,1.0,1.0,0.5,strong1,rep5and5,bay,enemy,2.0,0.0,1761.0,0.0,enemy,enemy,studied (hits),studied (hits),1761,574.428,context1,context1.bay.nan.,1.6439152468489162,0.6232290691215893,0.0,1.0,0.994826273074474,True,context1.bay.enemy.,False,1.0,0.7886473417089487,0.0,0.0,2.869522560114282,0.7827541406290733,0.8429483212417532
162,163,1,phase,nan,test,163,original,weak,1.0,1.0,1.0,2.0,-1.5,weak2,match1and1,phase,doctor,2.0,0.0,3077.0,0.0,doctor,doctor,studied (hits),studied (hits),3077,576.189,context1,context1.phase.nan.,0.7734557660157074,0.08574745914939749,0.0,1.0,0.9951557207344294,True,context1.phase.doctor.,False,1.0,0.5147780593042002,0.0,0.0,3.0,1.3469128168642115,0.42589982440887075
166,167,1,jazz,nan,test,167,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,jazz,aircraft,2.0,0.0,19192.0,0.0,aircraft,aircraft,studied (hits),studied (hits),19192,599.435,context1,context1.jazz.nan.,0.0,0.0,0.0,1.0,0.9870478804803071,True,context1.jazz.aircraft.,False,1.0,0.4755332590306202,0.0,0.0,3.0,1.5658523526169539,0.10614476063401612
167,168,1,dice,nan,test,168,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,dice,signal,2.0,6.0,5626.0,0.0,signal,signal,studied (hits),studied (hits),5626,618.627,context1,context1.dice.nan.,0.8381959541903121,0.1474772397958287,0.0,1.0,0.9775655327633289,True,context1.dice.signal.,False,1.0,0.5015247333415169,0.0,0.0,3.0,1.3793032429108365,0.46094290212510786
168,169,1,goal,nan,test,169,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,goal,moon,2.0,0.0,5790.0,0.0,moon,moon,studied (hits),studied (hits),5790,624.2529999999999,context1,context1.goal.nan.,0.872201025864403,0.20406250870376308,0.0,1.0,0.986350132320055,True,context1.goal.moon.,False,1.0,0.5264728471745461,0.0,0.0,3.0,1.3351067314430927,0.47948953550035694
169,170,1,model,nan,test,170,original,strong,1.0,1.0,3.0,1.0,-0.5,weak1,rep5and5,model,sleep,2.0,1.0,3539.0,1.0,sleep,sleep,studied (hits),studied (hits),3539,630.043,context1,context1.model.nan.,1.6023775606001545,0.600732187388196,0.0,1.0,0.9889214014915807,True,context1.model.sleep.,False,1.0,0.7803424301692823,0.0,0.0,3.0,0.7962418219791136,0.8288670473326955
170,171,1,shoulder,nan,test,171,original,strong,5.0,5.0,1.0,5.0,0.5,strong1,rep5and5,shoulder,telephone,2.0,1.0,1486.0,1.0,telephone,telephone,studied (hits),studied (hits),1486,633.582,context1,context1.shoulder.nan.,1.59913217960063,0.5933957810192668,0.0,1.0,0.9924061052917265,True,context1.shoulder.telephone.,False,1.0,0.7733261721359526,0.0,0.0,3.0,0.8067381983817585,0.8277338507065662
151,328,2,credit,nan,test,152,original,weak,1.0,1.0,1.0,2.0,-1.5,weak2,match1and1,credit,assignment,2.0,0.0,2495.0,0.0,assignment,assignment,studied (hits),studied (hits),2495,528.558,context1,context1.credit.nan.,0.9507895590653423,0.26953542470409336,0.0,1.0,0.9300544138017856,True,context1.credit.assignment.,False,1.0,0.560226080469933,0.0,0.0,3.0,1.3114479003539987,0.5224552024075464
154,331,2,executive,nan,test,155,original,strong,2.0,2.0,1.0,1.0,0.5,strong1,rep5and5,executive,struggle,2.0,0.0,2405.0,0.0,struggle,struggle,studied (hits),studied (hits),2405,538.471,context1,context1.executive.nan.,1.701225326826317,0.6172966304142852,0.0,1.0,0.9763540693403527,True,context1.executive.struggle.,False,1.0,0.7569220509907941,0.0,0.0,3.0,0.8293881956637082,0.8610892390363567
155,332,2,energy,nan,test,156,original,strong,1.0,1.0,5.0,1.0,-0.5,weak1,rep5and5,energy,bank,2.0,1.0,1240.0,1.0,bank,bank,studied (hits),studied (hits),1240,540.876,context1,context1.energy.nan.,1.6269441715151396,0.6226794455442224,0.0,1.0,0.9854158184936963,True,context1.energy.bank.,False,1.0,0.782810132805783,0.0,0.0,3.0,0.7929825747021175,0.8372898988971642
157,334,2,solution,nan,test,158,original,strong,3.0,3.0,1.0,4.0,0.5,strong1,rep5and5,solution,library,2.0,1.0,1399.0,1.0,library,library,studied (hits),studied (hits),1399,547.244,context1,context1.solution.nan.,1.645103230297895,0.5986862216456834,0.0,1.0,0.9837773236851762,True,context1.solution.library.,False,1.0,0.7755977871030542,0.0,0.0,3.0,0.8000305657759558,0.8433395072818617
158,335,2,desk,nan,test,159,original,strong,3.0,3.0,1.0,1.0,0.5,strong1,rep5and5,desk,location,2.0,1.0,1076.0,1.0,location,location,studied (hits),studied (hits),1076,548.643,context1,context1.desk.nan.,1.5970081122623303,0.5909782270670483,0.0,1.0,0.9920693652384226,True,context1.desk.location.,False,1.0,0.7770405916821868,0.0,0.0,3.0,0.807017866560759,0.8269895994107949
160,337,2,train,nan,test,161,original,weak,4.0,4.0,1.0,1.0,0.5,strong1,match1and1,train,atmosphere,2.0,6.0,2587.0,0.0,atmosphere,atmosphere,studied (hits),studied (hits),2587,553.374,context1,context1.train.nan.,0.9724692284190166,0.26726152563928895,0.0,1.0,0.989898156835279,True,context1.train.atmosphere.,False,1.0,0.560346011639571,0.0,0.0,3.0,1.3595019302541405,0.534283174925454
162,339,2,chair,nan,test,163,original,strong,5.0,5.0,4.0,1.0,1.5,strong2,rep5and5,chair,chapter,2.0,1.0,1940.0,1.0,chapter,chapter,studied (hits),studied (hits),1940,557.6859999999999,context1,context1.chair.nan.,1.662920747784976,0.6052675708310334,0.0,1.0,0.9940608225385986,True,context1.chair.chapter.,False,1.0,0.7993342434371113,0.0,0.0,2.750193748919389,0.7858714370145711,0.8491295671678397
163,340,2,product,nan,test,164,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,product,fund,2.0,0.0,8974.0,0.0,fund,fund,studied (hits),studied (hits),8974,559.626,context1,context1.product.nan.,0.7479481624661073,0.2631985913910751,0.0,1.0,0.9943214307658896,True,context1.product.fund.,False,1.0,0.5242062571653098,0.0,0.0,3.0,1.085924962751961,0.4122364503990349
164,341,2,smile,nan,test,165,original,weak,2.0,2.0,1.0,1.0,0.5,strong1,match1and1,smile,leader,2.0,0.0,4441.0,0.0,leader,leader,studied (hits),studied (hits),4441,568.6,context1,context1.smile.nan.,0.8843697042737589,0.23084693110210872,0.0,1.0,0.9840845913493043,True,context1.smile.leader.,False,1.0,0.5551913434304782,0.0,0.0,3.0,1.2981135375877186,0.48613933990501096
165,342,2,score,nan,test,166,original,weak,2.0,2.0,1.0,3.0,0.5,strong1,match1and1,score,occasion,2.0,0.0,2517.0,0.0,occasion,occasion,studied (hits),studied (hits),2517,573.0409999999999,context1,context1.score.nan.,0.9393410403582352,0.2613310448918093,0.0,1.0,0.9883043128836613,True,context1.score.occasion.,False,1.0,0.5497529660867546,0.0,0.0,3.0,1.337039397590881,0.5162004739754685
168,345,2,setting,nan,test,169,original,weak,1.0,1.0,1.0,2.0,-1.5,weak2,match1and1,setting,glass,2.0,6.0,2675.0,0.0,glass,glass,studied (hits),studied (hits),2675,582.242,context1,context1.setting.nan.,0.9289617455664676,0.26318717064806996,0.0,1.0,0.9926702295808377,True,context1.setting.glass.,False,1.0,0.5408325108275638,0.0,0.0,3.0,1.3068210958187831,0.5105264109840609
169,346,2,fig,nan,test,170,original,strong,1.0,1.0,1.0,4.0,-1.5,weak2,rep5and5,fig,judge,2.0,1.0,1315.0,1.0,judge,judge,studied (hits),studied (hits),1315,584.917,context1,context1.fig.nan.,1.6713209784032284,0.551199142485122,0.0,1.0,0.9939409495851843,True,context1.fig.judge.,False,1.0,0.6805264110111174,0.0,0.0,3.0,0.9072329169691247,0.8518092967914122
170,347,2,fig,nan,test,171,original,strong,1.0,1.0,1.0,4.0,-1.5,weak2,rep5and5,fig,judge,2.0,1.0,1315.0,1.0,judge,judge,studied (hits),studied (hits),1315,586.232,context1,context1.fig.nan.,1.2806555880933637,0.5509379643415231,0.0,1.0,0.9963599426856578,True,context1.fig.judge.,False,1.0,0.9000539524281289,0.0,0.0,3.0,0.07344175418481827,0.6944802541562359
171,348,2,mission,nan,test,172,original,weak,5.0,5.0,1.0,1.0,0.5,strong1,match1and1,mission,kid,2.0,0.0,2845.0,0.0,kid,kid,studied (hits),studied (hits),2845,587.547,context1,context1.mission.nan.,0.9396332262437502,0.27422359455035117,0.0,1.0,0.9969327300537741,True,context1.mission.kid.,False,1.0,0.5632218268743109,0.0,0.0,3.0,1.2638713252175915,0.5163601615502987
172,349,2,procedure,nan,test,173,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,procedure,rule,2.0,0.0,7977.0,0.0,rule,rule,studied (hits),studied (hits),7977,590.3919999999999,context1,context1.procedure.nan.,0.934488026431039,0.2608313177073187,0.0,1.0,0.9949843408711725,True,context1.procedure.rule.,False,1.0,0.5270666222091464,0.0,0.0,3.0,1.3311529305744507,0.5135478086402843
173,350,2,balance,nan,test,174,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,balance,text,2.0,6.0,2450.0,0.0,text,text,studied (hits),studied (hits),2450,598.369,context1,context1.balance.nan.,0.0,0.0,0.0,1.0,0.9890294882609513,True,context1.balance.text.,False,1.0,0.4779839698421904,0.0,0.0,3.0,1.6419152804199704,0.10614476063401612
177,354,2,vision,nan,test,178,original,weak,3.0,3.0,2.0,1.0,1.5,strong2,match1and1,vision,trip,2.0,6.0,2026.0,0.0,trip,trip,studied (hits),studied (hits),2026,606.667,context1,context1.vision.nan.,0.9122154414998722,0.25700604093263385,0.0,1.0,0.9969259677808687,True,context1.vision.trip.,False,1.0,0.5405603048702112,0.0,0.0,2.988969818373963,1.3121670018129445,0.501367688640871
151,508,3,energy,nan,test,152,original,weak,4.0,4.0,1.0,3.0,0.5,strong1,match1and1,energy,cell,2.0,1.0,1814.0,1.0,cell,cell,studied (hits),studied (hits),1814,538.722,context1,context1.energy.nan.,0.9474282648835419,0.27550919257655343,0.0,1.0,0.9065840466894882,True,context1.energy.cell.,False,1.0,0.5599075012601928,0.0,0.0,3.0,1.2740174039538688,0.5206193136034069
154,511,3,lie,nan,test,155,original,weak,1.0,1.0,1.0,5.0,-1.5,weak2,match1and1,lie,application,2.0,1.0,1975.0,1.0,application,application,studied (hits),studied (hits),1975,549.265,context1,context1.lie.nan.,0.9990887949629849,0.2803551133902793,0.0,1.0,0.9747301301537583,True,context1.lie.application.,False,1.0,0.5682122055381575,0.0,0.0,3.0,1.3315196881776685,0.5487638589541037
156,513,3,jury,nan,test,157,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,jury,lord,2.0,1.0,1575.0,1.0,lord,lord,studied (hits),studied (hits),1575,558.8299999999999,context1,context1.jury.nan.,0.9316451369549394,0.26967699683552965,0.0,1.0,0.9787848420169554,True,context1.jury.lord.,False,1.0,0.5597761713033506,0.0,0.0,3.0,1.2730180198010872,0.5119935945941725
157,514,3,expression,nan,test,158,original,strong,1.0,1.0,3.0,1.0,-0.5,weak1,rep5and5,expression,sign,2.0,1.0,1133.0,1.0,sign,sign,studied (hits),studied (hits),1133,560.405,context1,context1.expression.nan.,1.598666869554397,0.5774360179250714,0.0,1.0,0.9905672019396019,True,context1.expression.sign.,False,1.0,0.7465957798099752,0.0,0.0,3.0,0.8335111581163278,0.827570985848469
159,516,3,orchestra,nan,test,160,original,weak,1.0,1.0,1.0,4.0,-1.5,weak2,match1and1,orchestra,guess,2.0,0.0,6226.0,0.0,guess,guess,studied (hits),studied (hits),6226,570.177,context1,context1.orchestra.nan.,0.8644323455963301,0.13353366442997744,0.0,1.0,0.9824387533656775,True,context1.orchestra.guess.,False,1.0,0.47277055703210935,0.0,0.0,3.0,1.416844259722042,0.47524706014639445
162,519,3,uncle,nan,test,163,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,uncle,spot,2.0,1.0,1764.0,1.0,spot,spot,studied (hits),studied (hits),1764,587.741,context1,context1.uncle.nan.,0.9099544333812835,0.26024641701586043,0.0,1.0,0.9855119997995373,True,context1.uncle.spot.,False,1.0,0.5561472445065081,0.0,0.0,3.0,1.286767226627971,0.5001309586167009
164,521,3,bay,nan,test,165,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,bay,beach,2.0,0.0,5980.0,0.0,beach,beach,studied (hits),studied (hits),5980,600.399,context1,context1.bay.nan.,0.9237266231149825,0.2620079431226055,0.0,1.0,0.9841114338751251,True,context1.bay.beach.,False,1.0,0.5441324702998567,0.0,0.0,3.0,1.3032741292163204,0.5076636390315203
166,523,3,index,nan,test,167,original,weak,4.0,4.0,1.0,1.0,0.5,strong1,match1and1,index,railroad,2.0,0.0,4240.0,0.0,railroad,railroad,studied (hits),studied (hits),4240,608.611,context1,context1.index.nan.,1.063882153982032,0.2590422093675331,0.0,1.0,0.9933813330230805,True,context1.index.railroad.,False,1.0,0.43506309932887566,0.0,0.0,3.0,1.552925393653549,0.5837030203655366
168,525,3,generation,nan,test,169,original,weak,4.0,4.0,3.0,1.0,1.5,strong2,match1and1,generation,bank,2.0,0.0,5657.0,0.0,bank,bank,studied (hits),studied (hits),5657,618.018,context1,context1.generation.nan.,0.9508562711971839,0.2627684308375987,0.0,1.0,0.9914908614725694,True,context1.generation.bank.,False,1.0,0.5138684899381427,0.0,0.0,3.0,1.3485495933685607,0.5224916348868701
170,527,3,sleep,nan,test,171,original,weak,1.0,1.0,5.0,1.0,-0.5,weak1,match1and1,sleep,cover,2.0,1.0,1537.0,1.0,cover,cover,studied (hits),studied (hits),1537,628.7099999999999,context1,context1.sleep.nan.,0.9316471199115974,0.2708032221098828,0.0,1.0,0.9916888217877153,True,context1.sleep.cover.,False,1.0,0.5624819332475404,0.0,0.0,3.0,1.2679254132499995,0.5119946787472499
171,528,3,success,nan,test,172,original,weak,1.0,1.0,1.0,2.0,-1.5,weak2,match1and1,success,argument,2.0,6.0,10719.0,0.0,argument,argument,studied (hits),studied (hits),10719,630.247,context1,context1.success.nan.,0.0,0.0,0.0,1.0,0.9958478946487463,True,context1.success.argument.,False,1.0,0.5391570258184144,0.0,0.0,3.0,1.3637311593265855,0.10614476063401612
150,679,4,structure,nan,test,151,original,weak,2.0,2.0,1.0,3.0,0.5,strong1,match1and1,structure,imagination,2.0,1.0,3238.0,1.0,imagination,imagination,studied (hits),studied (hits),3238,525.001,context1,context1.structure.nan.,1.0040235510726738,0.2732109935635012,0.0,1.0,0.8239500640773358,True,context1.structure.imagination.,False,1.0,0.5114063730034015,0.0,0.0,3.0,1.400958544989505,0.5514417656889662
153,682,4,instance,nan,test,154,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,instance,lord,2.0,1.0,1765.0,1.0,lord,lord,studied (hits),studied (hits),1765,547.88,context1,context1.instance.nan.,0.0,0.0,0.0,1.0,0.9549074518629883,True,context1.instance.lord.,False,1.0,0.5257507499447167,0.0,0.0,3.0,1.3370499403111258,0.10614476063401612
154,683,4,yesterday,nan,test,155,original,weak,1.0,1.0,5.0,1.0,-0.5,weak1,match1and1,yesterday,marriage,2.0,6.0,5069.0,0.0,marriage,marriage,studied (hits),studied (hits),5069,549.645,context1,context1.yesterday.nan.,0.9506634331154098,0.2794151357928533,0.0,1.0,0.9823467615185089,True,context1.yesterday.marriage.,False,1.0,0.5676400349520315,0.0,0.0,3.0,1.2534258749452447,0.5223863226531428
155,684,4,box,nan,test,156,original,strong,4.0,4.0,1.0,2.0,0.5,strong1,rep5and5,box,loss,2.0,1.0,1404.0,1.0,loss,loss,studied (hits),studied (hits),1404,554.7139999999999,context1,context1.box.nan.,1.6262271345322972,0.6139335659503051,0.0,1.0,0.980971732595243,True,context1.box.loss.,False,1.0,0.7906612962256878,0.0,0.0,3.0,0.7865923502591046,0.8370479432874536
156,685,4,arm,nan,test,157,original,weak,1.0,1.0,1.0,2.0,-1.5,weak2,match1and1,arm,fat,2.0,1.0,2136.0,1.0,fat,fat,studied (hits),studied (hits),2136,556.1179999999999,context1,context1.arm.nan.,0.9192051195707112,0.2644494937087097,0.0,1.0,0.9912851825566156,True,context1.arm.fat.,False,1.0,0.5584574097685039,0.0,0.0,3.0,1.279285204067354,0.5051907789930529
158,687,4,stone,nan,test,159,original,weak,1.0,1.0,3.0,1.0,-0.5,weak1,match1and1,stone,product,2.0,1.0,2092.0,1.0,product,product,studied (hits),studied (hits),2092,566.15,context1,context1.stone.nan.,0.8880036648188694,0.2088447028432321,0.0,1.0,0.9827984403712415,True,context1.stone.product.,False,1.0,0.5538860939500866,0.0,0.0,3.0,1.3403483165518408,0.4881260180066386
159,688,4,fellow,nan,test,160,original,strong,4.0,4.0,5.0,3.0,2.5,strong3,rep5and5,fellow,clay,2.0,1.0,1751.0,1.0,clay,clay,studied (hits),studied (hits),1751,568.242,context1,context1.fellow.nan.,1.6524194849811589,0.6043628510769475,0.0,1.0,0.9911681477309796,True,context1.fellow.clay.,False,1.0,0.7903539491240539,0.0,0.0,3.0,0.7992445869778504,0.8457344967235261
162,691,4,beach,nan,test,163,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,beach,garden,2.0,6.0,3291.0,0.0,garden,garden,studied (hits),studied (hits),3291,582.077,context1,context1.beach.nan.,0.938520676326821,0.26993801147662083,0.0,1.0,0.9870778081868381,True,context1.beach.garden.,False,1.0,0.5614558394296232,0.0,0.0,3.0,1.2851113097352433,0.5157521087955448
163,692,4,executive,nan,test,164,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,executive,boat,2.0,0.0,6483.0,0.0,boat,boat,studied (hits),studied (hits),6483,585.3679999999999,context1,context1.executive.nan.,0.9785173354712267,0.27241778877711426,0.0,1.0,0.9912760888577941,True,context1.executive.boat.,False,1.0,0.5130860461698827,0.0,0.0,3.0,1.3414263759261609,0.5375779496902602
166,695,4,snow,nan,test,167,original,weak,5.0,5.0,5.0,4.0,2.5,strong3,match1and1,snow,hat,2.0,1.0,1873.0,1.0,hat,hat,studied (hits),studied (hits),1873,604.341,context1,context1.snow.nan.,0.9373358647561338,0.2710256400148056,0.0,1.0,0.9878476613369743,True,context1.snow.hat.,False,1.0,0.5562733429674375,0.0,0.0,3.0,1.277081723574222,0.5151045219282414
168,697,4,solution,nan,test,169,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,solution,wage,2.0,0.0,12395.0,0.0,wage,wage,studied (hits),studied (hits),12395,610.281,context1,context1.solution.nan.,0.0,0.0,0.0,1.0,0.9928177838515857,True,context1.solution.wage.,False,1.0,0.4855477770394616,0.0,0.0,3.0,1.6623843561966711,0.10614476063401612
169,698,4,cattle,nan,test,170,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,cattle,text,2.0,1.0,2169.0,1.0,text,text,studied (hits),studied (hits),2169,622.6759999999999,context1,context1.cattle.nan.,0.0,0.0,0.0,1.0,0.9851775519355283,True,context1.cattle.text.,False,1.0,0.4660621768126214,0.0,0.0,3.0,1.6730684672356917,0.10614476063401612
150,853,5,occasion,nan,test,151,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,occasion,league,2.0,1.0,3054.0,1.0,league,league,studied (hits),studied (hits),3054,525.001,context1,context1.occasion.nan.,1.0031847948335577,0.28486879735761717,0.0,1.0,0.8239623797700668,True,context1.occasion.league.,False,1.0,0.5435901000921595,0.0,0.0,3.0,1.3354494765584173,0.5509867660657084
152,855,5,telephone,nan,test,153,original,weak,1.0,1.0,1.0,2.0,-1.5,weak2,match1and1,telephone,park,2.0,1.0,2077.0,1.0,park,park,studied (hits),studied (hits),2077,542.304,context1,context1.telephone.nan.,0.7346094583591,0.08120277756798598,0.0,1.0,0.9352787662763443,True,context1.telephone.park.,False,1.0,0.5497017679802227,0.0,0.0,3.0,1.2993805212150333,0.40513249118173983
155,858,5,battle,nan,test,156,original,strong,5.0,5.0,1.0,1.0,0.5,strong1,rep5and5,battle,uncle,2.0,1.0,1963.0,1.0,uncle,uncle,studied (hits),studied (hits),1963,547.391,context1,context1.battle.nan.,1.6014262649153959,0.6072303370115362,0.0,1.0,0.9905971952275572,True,context1.battle.uncle.,False,1.0,0.7743589039354635,0.0,0.0,3.0,0.8062461987761977,0.8285353763536576
157,860,5,generation,nan,test,158,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,generation,rock,2.0,6.0,6401.0,0.0,rock,rock,studied (hits),studied (hits),6401,572.663,context1,context1.generation.nan.,0.8847070200229421,0.19682758100668768,0.0,1.0,0.9602558554521827,True,context1.generation.rock.,False,1.0,0.5133189131906626,0.0,0.0,3.0,1.3511121764079206,0.4863237359445716
160,863,5,hill,nan,test,161,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,hill,resolution,2.0,0.0,2323.0,0.0,resolution,resolution,studied (hits),studied (hits),2323,582.343,context1,context1.hill.nan.,0.0,0.0,0.0,1.0,0.9917412543340667,True,context1.hill.resolution.,False,1.0,0.5109488333686102,0.0,0.0,3.0,1.6341904358924908,0.10614476063401612
161,864,5,poet,nan,test,162,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,poet,check,2.0,1.0,734.0,1.0,check,check,studied (hits),studied (hits),734,584.6659999999999,context1,context1.poet.nan.,0.985922448792272,0.27231943185399204,0.0,1.0,0.993031978211846,True,context1.poet.check.,False,1.0,0.5055086285700806,0.0,0.0,3.0,1.3536747121219312,0.5416084378705345
163,866,5,agency,nan,test,164,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,agency,message,2.0,1.0,1153.0,1.0,message,message,studied (hits),studied (hits),1153,589.489,context1,context1.agency.nan.,0.7065692105690503,0.046286141960789916,0.0,1.0,0.9918512413686884,True,context1.agency.message.,False,1.0,0.531936266326197,0.0,0.0,3.0,1.3266523004151758,0.3903028848829325
164,867,5,wheel,nan,test,165,original,weak,3.0,3.0,1.0,1.0,0.5,strong1,match1and1,wheel,leg,2.0,1.0,3188.0,1.0,leg,leg,studied (hits),studied (hits),3188,590.6419999999999,context1,context1.wheel.nan.,0.9079424599910456,0.25584615845817804,0.0,1.0,0.995920233400733,True,context1.wheel.leg.,False,1.0,0.5435652807869418,0.0,0.0,2.641867699584745,1.3093853905861725,0.49903044460201934
166,869,5,tomorrow,nan,test,167,original,weak,5.0,5.0,5.0,1.0,1.5,strong2,match1and1,tomorrow,sleep,2.0,1.0,1201.0,1.0,sleep,sleep,studied (hits),studied (hits),1201,594.654,context1,context1.tomorrow.nan.,0.935482879539608,0.27256786735797095,0.0,1.0,0.9970693246728616,True,context1.tomorrow.sleep.,False,1.0,0.5635407204147822,0.0,0.0,2.9519570491042484,1.2648346818695357,0.5140916496711954
169,872,5,crisis,nan,test,170,original,weak,1.0,1.0,1.0,5.0,-1.5,weak2,match1and1,crisis,official,2.0,0.0,2554.0,0.0,official,official,studied (hits),studied (hits),2554,600.659,context1,context1.crisis.nan.,0.9678622303246259,0.27256724812940547,0.0,1.0,0.9954098480015414,True,context1.crisis.official.,False,1.0,0.536015652684835,0.0,0.0,3.0,1.3246703450537902,0.5317718706983359
170,873,5,pain,nan,test,171,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,pain,apartment,2.0,0.0,4840.0,0.0,apartment,apartment,studied (hits),studied (hits),4840,603.213,context1,context1.pain.nan.,0.7391508185140392,0.09115204223893437,0.0,1.0,0.9951496847749763,True,context1.pain.apartment.,False,1.0,0.555625453547969,0.0,0.0,3.0,1.2877539124049169,0.40754775767323126
151,1030,6,park,nan,test,152,original,weak,1.0,1.0,4.0,1.0,-0.5,weak1,match1and1,park,credit,2.0,1.0,2354.0,1.0,credit,credit,studied (hits),studied (hits),2354,532.963,context1,context1.park.nan.,0.9293139566934194,0.26852314156924334,0.0,1.0,0.9164282723463066,True,context1.park.credit.,False,1.0,0.5610059657251683,0.0,0.0,3.0,1.278581267682207,0.5107189961335973
152,1031,6,discussion,nan,test,153,original,weak,4.0,4.0,1.0,1.0,0.5,strong1,match1and1,discussion,garden,2.0,1.0,1561.0,1.0,garden,garden,studied (hits),studied (hits),1561,535.317,context1,context1.discussion.nan.,0.9988629748974251,0.28109861137513964,0.0,1.0,0.9655896958261878,True,context1.discussion.garden.,False,1.0,0.5259554361802105,0.0,0.0,3.0,1.3288935316311743,0.5486412608227916
